review,rating,date,bank,source,lang,translated_review,processed_review,sentiment_score,sentiment_label,vader_sentiment,sentiment,label
goid,5,2025-04-28,CBE,Google Play,cy,goid,goid,0.0,neutral,neutral,neutral,positive
best appearance,5,2025-04-27,CBE,Google Play,en,best appearance,best appearance,0.6369,positive,positive,positive,positive
it's very good 👍 app,5,2025-04-27,CBE,Google Play,en,it's very good 👍 app,good app,0.4927,positive,positive,positive,positive
abinet kutafo,1,2025-04-27,CBE,Google Play,et,abinet kutafo,abinet kutafo,0.0,neutral,neutral,neutral,negative
I need support you,5,2025-04-27,CBE,Google Play,en,I need support you,need support,0.4019,positive,positive,neutral,positive
the worst Mobile banking i have ever seen in my life,1,2025-04-26,CBE,Google Play,en,the worst Mobile banking i have ever seen in my life,worst mobile banking ever seen life,-0.6249,negative,negative,negative,negative
Nuree mahamud,5,2025-04-26,CBE,Google Play,so,Nuree mahamud,nuree mahamud,0.0,neutral,neutral,neutral,positive
super,5,2025-04-26,CBE,Google Play,ro,super,super,0.5994,positive,positive,positive,positive
ጠጀጨገጀ።ጀገ,5,2025-04-26,CBE,Google Play,unknown,ጠጀጨገጀ።ጀገ,,0.0,neutral,neutral,neutral,positive
i like the app,5,2025-04-26,CBE,Google Play,sq,i like the app,like app,0.3612,positive,positive,neutral,positive
the Best,1,2025-04-26,CBE,Google Play,en,the Best,best,0.6369,positive,positive,positive,negative
to other bank is bad,1,2025-04-25,CBE,Google Play,en,to other bank is bad,bank bad,-0.5423,negative,negative,negative,negative
tank's,5,2025-04-25,CBE,Google Play,fi,tank's,tank,0.0,neutral,neutral,neutral,positive
its good but add more features such like. bank statement showing,5,2025-04-24,CBE,Google Play,en,its good but add more features such like. bank statement showing,good add feature like bank statement showing,0.6804,positive,positive,positive,positive
it is so nice,5,2025-04-24,CBE,Google Play,en,it is so nice,nice,0.5598,positive,positive,positive,positive
Very Good👍,5,2025-04-21,CBE,Google Play,af,Very Good👍,,0.0,neutral,neutral,neutral,positive
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,CBE,Google Play,en,"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",first frequent experience cbe app failure suspending payment air day zero explanation deducting sender account without depositing receiver act another fatal error banking company whole app though corporation without consent corresponding corporation,-0.8797,negative,negative,positive,negative
"wow, amazing app",5,2025-04-21,CBE,Google Play,pl,"wow, amazing app",wow amazing app,0.8225,positive,positive,positive,positive
use ful,5,2025-04-21,CBE,Google Play,es,use ful,use ful,0.0,neutral,neutral,neutral,positive
Great app,5,2025-04-21,CBE,Google Play,en,Great app,great app,0.6249,positive,positive,positive,positive
well app,5,2025-04-20,CBE,Google Play,en,well app,well app,0.2732,positive,positive,neutral,positive
Actually it is inactive,4,2025-04-19,CBE,Google Play,en,Actually it is inactive,actually inactive,0.0,neutral,neutral,neutral,positive
"slow, only one account is used",2,2025-04-19,CBE,Google Play,en,"slow, only one account is used",slow one account used,0.0,neutral,neutral,negative,negative
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,CBE,Google Play,en,always CBE is the leading Commercial Bank💪💪💪,always cbe leading commercial,0.0,neutral,neutral,neutral,positive
i like it,5,2025-04-18,CBE,Google Play,sq,i like it,like,0.3612,positive,positive,neutral,positive
why removing screenshot feature why?,1,2025-04-18,CBE,Google Play,en,why removing screenshot feature why?,removing screenshot feature,0.0,neutral,neutral,neutral,negative
nice apps where network is good in connection,5,2025-04-18,CBE,Google Play,en,nice apps where network is good in connection,nice apps network good connection,0.6908,positive,positive,positive,positive
Thank you!!!,5,2025-04-18,CBE,Google Play,en,Thank you!!!,thank,0.5229,positive,positive,neutral,positive
i can't take screenshot,1,2025-04-18,CBE,Google Play,en,i can't take screenshot,ca take screenshot,0.0,neutral,neutral,neutral,negative
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,CBE,Google Play,en,"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",every update made system better better march 19th 2025 update allowing u screenshot guy understand much really quick significant thing add extra step u make process draw back,0.7823,positive,positive,positive,neutral
perfectly special,5,2025-04-18,CBE,Google Play,en,perfectly special,perfectly special,0.7845,positive,positive,positive,positive
Fast and Reliable,5,2025-04-18,CBE,Google Play,en,Fast and Reliable,fast reliable,0.0,neutral,neutral,positive,positive
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,CBE,Google Play,en,The best application I have ever seen in Ethiopia banking industry.,best application ever seen ethiopia banking industry,0.6369,positive,positive,positive,positive
great app!!!,5,2025-04-17,CBE,Google Play,en,great app!!!,great app,0.7163,positive,positive,positive,positive
because sometimes it doesn't working it load too much,3,2025-04-17,CBE,Google Play,en,because sometimes it doesn't working it load too much,sometimes working load much,0.0,neutral,neutral,positive,neutral
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,CBE,Google Play,en,"Absolutely the best app! It works flawlessly, anytime and anywhere.",absolutely best app work flawlessly anytime anywhere,0.7629,positive,positive,positive,positive
very nice app ever!!!,5,2025-04-16,CBE,Google Play,en,very nice app ever!!!,nice app ever,0.6084,positive,positive,positive,positive
the best app,5,2025-04-16,CBE,Google Play,en,the best app,best app,0.6369,positive,positive,positive,positive
Biometric security for mobile banking is not available,5,2025-04-16,CBE,Google Play,en,Biometric security for mobile banking is not available,biometric security mobile banking available,0.34,positive,positive,positive,positive
great,5,2025-04-15,CBE,Google Play,ro,great,great,0.6249,positive,positive,positive,positive
Nice service,5,2025-04-15,CBE,Google Play,ro,Nice service,nice service,0.4215,positive,positive,positive,positive
great app,5,2025-04-15,CBE,Google Play,en,great app,great app,0.6249,positive,positive,positive,positive
it's special apps,5,2025-04-15,CBE,Google Play,en,it's special apps,special apps,0.4019,positive,positive,positive,positive
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,CBE,Google Play,en,"In the updated version of the app, it takes more time to download the receipt.",updated version app take time download receipt,0.0,neutral,neutral,neutral,neutral
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,CBE,Google Play,unknown,ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው,0.0,neutral,neutral,neutral,neutral
Good 🔥,5,2025-04-14,CBE,Google Play,so,Good 🔥,good,0.4404,positive,positive,positive,positive
very interesting app i am using every day fantastic,5,2025-04-14,CBE,Google Play,en,very interesting app i am using every day fantastic,interesting app using every day fantastic,0.7645,positive,positive,positive,positive
lebaa bank,5,2025-04-14,CBE,Google Play,so,lebaa bank,lebaa bank,0.0,neutral,neutral,neutral,positive
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,CBE,Google Play,en,Can't scan/recognize other banks' Interoperable QR Codes,ca bank interoperable qr code,0.0,neutral,neutral,neutral,negative
OK,5,2025-04-13,CBE,Google Play,unknown,OK,ok,0.296,positive,positive,positive,positive
grateful app,5,2025-04-13,CBE,Google Play,ro,grateful app,grateful app,0.4588,positive,positive,neutral,positive
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,CBE,Google Play,unknown,100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,100,0.0,neutral,neutral,neutral,positive
everthing wellbeok,3,2025-04-13,CBE,Google Play,en,everthing wellbeok,everthing wellbeok,0.0,neutral,neutral,neutral,neutral
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,CBE,Google Play,en,"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",mobile banking app fast issue encountered ca access bank statement within app kindly request feature added similar offered private bank mobile banking apps,0.6486,positive,positive,positive,positive
nice app 👌,5,2025-04-12,CBE,Google Play,it,nice app 👌,nice app,0.4215,positive,positive,positive,positive
